Event,Campaign,Station,Type,"Date/Time (GPS Navigator, Koden, KGP-920)","Longitude (GPS Navigator, Koden, KGP-920)","Latitude (GPS Navigator, Koden, KGP-920)","Elevation [m a.s.l.] (Echosounder, Elac-Nautik, Hyd...)","Depth water [m] (CTD, Sea-Bird, SBE 25plus; ca...)","Temp [°C] (CTD, Sea-Bird, SBE 25plus; ca...)","Sal (PSU, CTD, Sea-Bird, SBE 25plu...)","Sigma-theta [kg/m**3] (CTD, Sea-Bird, SBE 25plus; ca...)","DO [mg/l] (CTD, Sea-Bird, SBE 25plus; me...)","DO [%] (CTD, Sea-Bird, SBE 25plus; me...)","Fluorescence [mg/m**3] (CTD, Sea-Bird, SBE 25plus; me...)","Turbidity [NTU] (CTD, Sea-Bird, SBE 25plus; me...)","PAR (CTD, Sea-Bird, SBE 25plus; me...)","Press [dbar] (CTD, Sea-Bird, SBE 25plus; ca...)","Cond [mS/cm] (CTD, Sea-Bird, SBE 25plus; me...)","pH (determined in laboratory, pH ...)","Temp [°C] (determined in laboratory, pH ...)","Eh [mV] (determined in laboratory, Red...)",z(SD) [m] (Secchi disc),"[PO4]3- [µmol/l] (determined in laboratory, Aut...)","TP [µmol/l] (determined in laboratory, Aut...)","Si(OH)4 [µmol/l] (determined in laboratory, Aut...)","[NO3]- + [NO2]- [µmol/l] (determined in laboratory, Aut...)","[NH4]+ [µmol/l] (determined in laboratory, Aut...)","TN [µmol/l] (determined in laboratory, Aut...)","Chl a [µg/l] (determined in laboratory, Aut...)","DO [mg/l] (determined in laboratory, Win...)"
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,12,18.2217,35.787,25.8198,4.1171,54.122,1.8471,0.3499,24.459,12.093,47.049,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,13,17.846,36.2483,26.2667,3.7292,48.814,1.9343,0.3153,19.667,13.101,47.2002,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,14,17.3496,36.8864,26.8783,3.3541,43.662,1.9818,0.2807,16.033,14.109,47.419,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,15,17.0036,37.3302,27.3033,3.0066,38.983,1.9813,0.2647,13.173,15.117,47.563,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,16,16.7348,37.6786,27.6359,2.688,34.746,1.9508,0.2502,10.929,16.125,47.673,7.995,18.5,181.4,,0.7627,0.8498,17.9659,3.85,0.3346,4.6141,1.205,2.0221
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,17,16.5674,37.9021,27.848,2.3774,30.673,1.8221,0.2415,9.1266,17.133,47.7468,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,18,16.4612,38.0478,27.9854,2.1007,27.072,1.6917,0.2525,7.6883,18.141,47.7971,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,19,16.3926,38.1611,28.089,1.9048,24.531,1.514,0.2558,6.5414,19.149,47.8506,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,20,16.3329,38.2679,28.1855,1.7664,22.737,1.2866,0.2582,5.5836,20.157,47.9061,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,21,16.2945,38.33,28.2424,1.6428,21.138,1.1162,0.2625,4.7794,21.165,47.9346,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,22,16.2386,38.427,28.3303,1.5798,20.318,0.946,0.2566,4.1074,22.172,47.9825,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,23,16.1971,38.5023,28.3982,1.5631,20.096,0.8007,0.2534,3.5541,23.18,48.022,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,24,16.1779,38.5354,28.4283,1.5594,20.046,0.7028,0.2496,3.0984,24.188,48.0385,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,25,16.1567,38.5695,28.4596,1.5616,20.07,0.6226,0.2377,2.7127,25.196,48.0539,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,26,16.1361,38.5989,28.487,1.5679,20.147,0.5636,0.2262,2.3896,26.205,48.0647,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,27,16.13,38.6078,28.4954,1.5656,20.115,0.5229,0.2181,2.1204,27.212,48.0685,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,28,16.1094,38.6357,28.5217,1.5358,19.729,0.4472,0.216,1.8847,28.22,48.0775,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,29,16.0694,38.6866,28.5704,1.5082,19.364,0.3552,0.2187,1.6745,29.228,48.0911,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,30,16.0532,38.7064,28.5895,1.4973,19.22,0.3133,0.2218,1.4917,30.235,48.096,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,31,16.0413,38.7199,28.6026,1.4955,19.196,0.2957,0.2332,1.3325,31.243,48.0984,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,32,16.0332,38.728,28.6109,1.495,19.186,0.281,0.2447,1.1966,32.251,48.0991,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,33,16.0266,38.7347,28.6176,1.497,19.21,0.266,0.2413,1.0715,33.259,48.0998,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,34,16.0216,38.7397,28.6226,1.4997,19.245,0.2562,0.2307,0.9566,34.267,48.1005,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,35,16.0121,38.7485,28.6316,1.5042,19.299,0.2386,0.232,0.8562,35.275,48.1004,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,36,16.0046,38.7553,28.6386,1.5106,19.379,0.2172,0.2365,0.7658,36.283,48.1002,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,37,16.0016,38.7577,28.6411,1.5117,19.392,0.203,0.2424,0.6828,37.291,48.1001,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,38,15.9999,38.759,28.6425,1.5077,19.342,0.2081,0.236,0.6085,38.299,48.1002,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,39,15.9982,38.7606,28.6442,1.5079,19.344,0.2032,0.2298,0.5429,39.307,48.1006,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,40,15.9959,38.763,28.6466,1.5109,19.381,0.2015,0.2291,0.4883,40.315,48.1012,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,41,15.9903,38.768,28.6517,1.5077,19.339,0.1965,0.2321,0.4397,41.323,48.1011,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,42,15.987,38.7711,28.6549,1.4942,19.164,0.1844,0.2386,0.3902,42.331,48.1015,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,43,15.9856,38.7728,28.6566,1.4765,18.937,0.1794,0.2403,0.3432,43.339,48.1024,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,44,15.9834,38.7753,28.659,1.46,18.726,0.1893,0.2435,0.3027,44.348,48.1031,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,45,15.9821,38.7767,28.6604,1.4382,18.446,0.187,0.2391,0.2688,45.355,48.1038,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,46,15.9803,38.779,28.6626,1.3996,17.949,0.1632,0.2356,0.2358,46.363,48.1048,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,47,15.9771,38.783,28.6664,1.3789,17.683,0.1503,0.2356,0.2062,47.371,48.1062,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,48,15.9713,38.7863,28.6704,1.3836,17.743,0.1448,0.2324,0.1787,48.379,48.1041,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,49,15.9688,38.788,28.6723,1.3849,17.758,0.1454,0.2342,0.1574,49.388,48.1038,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,50,15.9679,38.7879,28.6724,1.3895,17.816,0.152,0.2382,0.1425,50.396,48.1033,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,51,15.966,38.7896,28.6741,1.3474,17.277,0.1526,0.2451,0.1246,51.404,48.1035,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,52,15.9661,38.7932,28.6769,1.2566,16.112,0.1407,0.258,0.1103,52.412,48.1079,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,53,15.968,38.795,28.6778,1.1793,15.122,0.1207,0.2461,0.1069,53.419,48.1125,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,54,15.9678,38.7959,28.6786,1.1211,14.376,0.1097,0.2515,0.1065,54.427,48.1138,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,55,15.9699,38.797,28.6789,1.0605,13.6,0.1033,0.2573,0.1064,55.435,48.1178,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,56,15.9703,38.798,28.6796,1.0225,13.112,0.0954,0.2428,0.1065,56.444,48.1198,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,57,15.9714,38.7987,28.6798,0.9727,12.475,0.084,0.238,0.1065,57.452,48.1222,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,58,15.9728,38.8004,28.6808,0.92,11.799,0.0768,0.243,0.1064,58.46,48.1261,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,59,15.9723,38.8012,28.6816,0.9047,11.602,0.0681,0.2436,0.1064,59.468,48.1269,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,60,15.9705,38.8015,28.6822,0.9202,11.8,0.0645,0.2346,0.1064,60.476,48.1258,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,61,15.9688,38.8008,28.6821,0.9681,12.414,0.0814,0.2363,0.1064,61.484,48.1237,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,62,15.9653,38.7999,28.6822,1.0393,13.327,0.1082,0.2395,0.1063,62.492,48.1193,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,63,15.9613,38.7991,28.6826,1.0628,13.627,0.1041,0.2371,0.1056,63.5,48.1146,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,64,15.9598,38.8,28.6836,1.04,13.335,0.091,0.2318,0.1046,64.508,48.1145,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,65,15.9598,38.7999,28.6835,1.0249,13.141,0.0938,0.2348,0.1037,65.516,48.1148,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,66,15.959,38.8001,28.6838,1.0347,13.265,0.0905,0.2389,0.1037,66.525,48.1147,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,67,15.956,38.8004,28.6848,1.066,13.667,0.0804,0.2382,0.1037,67.533,48.1123,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,68,15.9532,38.8012,28.6861,1.0503,13.463,0.0789,0.2419,0.1037,68.541,48.1106,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,69,15.9536,38.8019,28.6866,1.0221,13.103,0.095,0.2448,0.1037,69.549,48.1122,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,70,15.9538,38.8017,28.6863,1.0129,12.985,0.1002,0.2437,0.1037,70.557,48.1128,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,71,15.954,38.8016,28.6862,1.005,12.884,0.0781,0.244,0.1037,71.565,48.1133,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,72,15.9539,38.8018,28.6864,0.9937,12.739,0.0724,0.2511,0.1037,72.573,48.1139,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,73,15.9537,38.802,28.6866,0.986,12.64,0.0821,0.2435,0.1037,73.581,48.1144,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,74,15.9538,38.802,28.6865,0.9799,12.563,0.078,0.2397,0.1037,74.59,48.115,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,75,15.9539,38.8018,28.6863,0.9772,12.528,0.0771,0.2521,0.1037,75.598,48.1153,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,76,15.954,38.8016,28.6862,0.9708,12.446,0.0859,0.2496,0.1037,76.606,48.1157,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,77,15.954,38.8017,28.6863,0.958,12.282,0.0859,0.2561,0.1041,77.614,48.1163,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,78,15.9541,38.8015,28.6861,0.9414,12.068,0.0795,0.248,0.1059,78.622,48.1167,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,79,15.9536,38.8022,28.6868,0.9045,11.595,0.0775,0.2454,0.1065,79.63,48.1175,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,80,15.9535,38.8025,28.687,0.8812,11.297,0.0733,0.236,0.1065,80.639,48.1181,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,81,15.9536,38.8024,28.6869,0.8685,11.134,0.0707,0.2358,0.1065,81.647,48.1186,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,82,15.9535,38.8028,28.6873,0.8484,10.877,0.068,0.257,0.1062,82.655,48.1194,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,83,15.9534,38.803,28.6874,0.8334,10.684,0.0611,0.2383,0.1053,83.663,48.12,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,84,15.9536,38.8029,28.6873,0.8235,10.558,0.0766,0.2443,0.1056,84.671,48.1206,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,85,15.9535,38.8033,28.6876,0.8017,10.278,0.0759,0.2642,0.1061,85.68,48.1213,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,86,15.9533,38.8035,28.6879,0.7842,10.053,0.0688,0.2614,0.1063,86.688,48.1219,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,87,15.9533,38.8037,28.688,0.7639,9.793,0.0696,0.2404,0.1063,87.696,48.1225,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,88,15.9529,38.8041,28.6884,0.7382,9.464,0.0679,0.2372,0.1063,88.704,48.123,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,89,15.9527,38.8043,28.6886,0.7246,9.289,0.0735,0.2404,0.1063,89.713,48.1236,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,90,15.9526,38.8045,28.6887,0.7095,9.095,0.0586,0.2473,0.1062,90.721,48.1241,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,91,15.9523,38.8048,28.6891,0.6998,8.971,0.0506,0.2561,0.1063,91.729,48.1246,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,92,15.952,38.8047,28.6891,0.6983,8.951,0.0468,0.2452,0.1063,92.737,48.1246,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,93,15.9514,38.8049,28.6894,0.6866,8.802,0.0511,0.2538,0.1063,93.746,48.1248,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,94,15.9508,38.8052,28.6897,0.6655,8.532,0.052,0.2678,0.1064,94.754,48.1249,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,95,15.9502,38.8056,28.6902,0.6485,8.313,0.0468,0.2784,0.1064,95.762,48.1251,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,96,15.9501,38.8056,28.6902,0.6429,8.241,0.0562,0.2936,0.1064,96.77,48.1255,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,97,15.9502,38.8055,28.6901,0.6312,8.092,0.0575,0.2751,0.1064,97.779,48.126,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,98,15.9501,38.8059,28.6904,0.6152,7.887,0.0485,0.2776,0.1064,98.787,48.1269,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,99,15.95,38.8061,28.6906,0.6001,7.693,0.0547,0.2731,0.1064,99.795,48.1274,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,100,15.9489,38.8063,28.691,0.5898,7.56,0.0518,0.2838,0.1065,100.803,48.1268,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,101,15.9485,38.8065,28.6913,0.5836,7.481,0.0471,0.2925,0.1065,101.812,48.1272,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,102,15.9484,38.8066,28.6914,0.5786,7.416,0.0542,0.2829,0.1069,102.82,48.1276,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,103,15.9481,38.8069,28.6916,0.571,7.32,0.0618,0.289,0.1072,103.828,48.1281,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,104,15.9471,38.807,28.692,0.5577,7.148,0.0484,0.2989,0.1072,104.837,48.1277,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,105,15.9468,38.807,28.6921,0.544,6.974,0.0453,0.2997,0.1071,105.845,48.1278,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,106,15.9456,38.8073,28.6925,0.5425,6.953,0.0588,0.2997,0.1068,106.853,48.1273,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,107,15.9441,38.8074,28.693,0.5542,7.104,0.0572,0.3075,0.1067,107.862,48.1264,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,108,15.9431,38.8075,28.6933,0.564,7.229,0.048,0.3121,0.1066,108.87,48.1258,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,109,15.9427,38.8076,28.6935,0.5689,7.292,0.0519,0.3073,0.1065,109.878,48.126,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,110,15.9424,38.8077,28.6936,0.5672,7.27,0.0514,0.3044,0.1065,110.886,48.1263,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,111,15.9423,38.8076,28.6936,0.5698,7.303,0.0486,0.3039,0.1064,111.895,48.1265,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,112,15.9419,38.8076,28.6937,0.5717,7.328,0.0517,0.3059,0.1063,112.903,48.1266,,,,,,,,,,,,
2025-09_ASTRA_07_42,2025-09_ASTRA,07_42,C,2025-09-07T10:01:00,29.6208,40.720001,-155,113,15.941,38.8079,28.6942,0.5735,7.351,0.0508,0.3121,0.1063,113.911,48.1264,,,,,,,,,,,,
